topic,business_id,business_name,cluster_sentiment,generated_kp,aspects_terms,coverage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
Hotels,198738,Hotel Navona,positive,Comfortable bed and good sleep quality.,"['bed', 'pillow']",8,I slept on the cot-like bed and slept very well.,"However, you can't beat the location and the bed was extremely comfortable.","The bed was more comfortable than it looked (it was kind of a flimsy looking mattress) and the room was small, but I expected that.","The rooms themself are not the biggest, but they are very clean, and have nice showers\/toilets, a good size bed and the daily service is good.","The rooms were super clean, and the beds amazingly comfortable!","The bedrooms in the apartment were spacious, well furnished, the beds were comfortable and the water was hot!","But the bed was the most comfortable of the four hotels we stayed at in Italy, the bath room was super modern - the whole thing was very clean - there was a small safe in a cupboard for valuables.",Would I stay there again - yes but I would ask for a different room that was a bit larger and take my own pillow.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,198738,Hotel Navona,positive,Efficient air conditioning.,"['air conditioning', 'water', 'hot water', 'water pressure']",5,We were there in the hottest part of the year and appreciated the well running air conditioning.,The hotel is clean and has good air conditioning but there is nothing else good we can say about this place.,"The rooms are secure and well maintained, the furnishings comfortable, the air conditioning welcome, and the location is centrally located to major attractions.","The bedrooms in the apartment were spacious, well furnished, the beds were comfortable and the water was hot!",Plenty of hot water and water pressure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,198738,Hotel Navona,positive,Fantastic experience.,"['entertainment', 'hospitality', 'experience']",5,"The plaza Navona, with a fabulous fountain is a 1-2 minute walk from the hotel where you can find numerous restarurants, cafe's, artists and beautiful fountains and evening entertainment.","I have stayed in other hotels in the city, and I can say without hesitation, Hotel Navona combines the best of all you are looking for, location, price, value for the money, hospitality, cleanliness, and local knowledge.","When I go back to Rome in a few years, I already know I want to stay there for location, comfort, and the hospitality.","The rooms were clean and spotless, with new beds installed for our arrival, plus the hospitality in showing us around this unique hotel was second to none.",Once again the experience was fantastic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,198738,Hotel Navona,positive,Enjoyable stay at Hotel Navona.,"['stay', 'first stay']",4,We loved our stay there.,I stayed here with my finacee and a group of friends.,We really enjoyed our stay at the Hotel Navona!,"Our first stay was at Hotel Campo de' Fiori, which I highly recommend (I wrote a review for it two years ago).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,198738,Hotel Navona,positive,Fun and touristy atmosphere at Piazza Navona.,"['plaza navona', 'piazza navona']",4,"The plaza Navona, with a fabulous fountain is a 1-2 minute walk from the hotel where you can find numerous restarurants, cafe's, artists and beautiful fountains and evening entertainment.",This is a charming little hotel right in the historic district two steps away from the Plaza Navona and an easy walk to the Forum and the Coliseum .There is a lot to see and places to eat nearby .,The Piazza Navona is touristy but great fun.,The Pantheon and the Piazza Navona are just a few minutes walk away.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,198738,Hotel Navona,positive,Amazing pizza at Pasquales Pizzeria.,"['pizzeria', 'pizza']",3,"Oh, and I want t o mention about thisPizzeria (not on tourist radar) that just makes us go gaga over it.",Name is Pasquales Pizzeria its on Via dei Prefetti.,"Family run, frequented by locals and his daily customers, the pizzas are delicious and so is their home grown vine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,198738,Hotel Navona,positive,Conveniently located near Piazza Navona.,"['walk', 'walk tour']",3,To walk to Piazza Navona (and the lovely Bernini fountains) took us a mere two minutes.,"Easy walk to Vatican, Coluseum and Borgia gallery.",The hotel is perfectly situated for an unbelievable walking tour of Rome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,198738,Hotel Navona,positive,Great place to stay.,"['place', 'time']",3,What a great place!,"Apart from this, this place was wonderful to stay and explore Rome by foot.",We had a great time here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,198738,Hotel Navona,positive,Very close to the Pantheon.,['pantheon'],3,"Pantheon, Fontana de Trevi and Spanish Steps are walking distance.",Pantheon is ohh so near from here.,The Pantheon and the Piazza Navona are just a few minutes walk away.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,198738,Hotel Navona,positive,Love for Rome.,['rome'],2,WE LOVE ROME!,We were there for the celebration of the Epiphany and Rome was buzzing with people and toy Befanas everywhere.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,negative,Small and poorly decorated rooms.,"['room', 'bathroom', 'shower', 'room decoration', 'hotel room', 'room service']",16,"I know from my own experience of operational management that these things can be difficult to fix immediately, and the commendable staff changed my room without hesitation, but the fact remains I lost a whole night's sleep and, as that is the main point of a hotel, I feel I wasted my money and lost the enjoyment of a day's sightseeing through tiredness.","I enjoyed the location of the hotel, but the room had a very worn out, dated look to it, and the bathroom was ridiculously funky.","Only disappointment is that no rooms seem to have bath tubs only showers, and the breakfast is expensive unless you are all inclusive.","When asked how come we got singles bed, they nonchalantly that the particular room has been given away, so O well, what can we do kinda attitude.",We stayed 4 nights and were moved rooms 3 times and all the rooms same problems.,"The only downside are the very small rooms, which do not leave much room for luggage, while the bathroom is fairly large with quite some unused space.",Rooms were small - basically just the bed and no room for much else.,Arrived early at the hotel and our room was not ready.,"The first room I occupied had a brown and blue painting, very dark and tight.",My only complaint is the rooms are tiny.,The fixtures and furnishings in the bedroom are ready for refurbishment and the bathroom needs a deep clean.,"Overall a good stay, if only there are no bugs on the bathroom floor...","The most disturbing part is, when I went to shower, there are A LOT of dead bugs on the floor.",I hated the room decoration.,Never felt so bad in a hotel room.,Only two issues with this place - firstly you can only eat in the hotel at Breakfast time - there is no room service or restaurant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,negative,Noisy heating and air conditioning.,"['noise', 'air conditioning', 'heating problem', 'heating', 'noisy heating']",13,The hotel is close to tram but far away from the noise.,"I very much wanted to give this hotel five stars, but after a long journey, the first night was farcical - no sleep all night because of the noise from the central heating and then to cap that, deafening work started at 7am on the adjacent building site right outside my window.",You also hear a lot of noise from other rooms as the walls are thin.,Two of us had rooms on the ground floor and found the noise from reception annoying - the noise seemed to travel along the corridor so clearly it felt as though someone was right outside your room.,Also got woken by a banging noise which seemed to be coming from the heating system or pipes.,One downside was at about 2-5am the pipes for the hotels central heating fires up and you hear constant noise in the rooms from radiator pipes (even if the radiator is switched off).,"The location is within walking distance of the city centre but situated in a quiet setting, away from the noise and stress of downtown.","Noise in the hotel was a bit of a problem, as well as the window that was a bit old and couldn't close entirely.","Great place to stay, lovely smiley staff, clean rooms, great sleep, no noise at weekends.",One thing that let it down was the air conditioning.,"Once the heating problem is resolved and the building work completed next door, this will be an easy five out of five and I would definitely come back again.",Rooms are clean and look nice but at about 2-5am the pipe works for the hotels central heating fires up and you hear constant noise in the rooms from radiator pipes (even if the radiator is switched off).,"Apart from an issue with noisy heating we couldn,t fault this hotel .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,negative,Overpriced hotel with basic amenities.,"['hotel breakfast', 'hotel', 'restaurant', 'hotel management', 'hotel sign']",13,"My only gripe is the price of the hotel breakfast, 17.50Euro per person is rather crazy in my opinion - and obviously we didn't partake!",Cons: Hotel is run down.,"Bottom Line: Basic hotel if you're looking for something cheap, but I wouldn't stay here again.",The hotel is basic for the cost and so much more could be done with it based on its great heritage.,Hotels in Amsterdam in Amsterdam expensive!,If you are a light sleeper like me the hotel is not good.,Nice hotel but we wouldn't opt to stay here again.,in other less expensive hotels there's NO WAY I'd take that risk.,"Never, never, never stay at this hotel","There is no restaurant, and the breakfast is a little pricy - but the staff are most helpful and welcoming.",Only two issues with this place - firstly you can only eat in the hotel at Breakfast time - there is no room service or restaurant.,This hotel management has a poor attitude toward the customer and it appears the management at this hotel is just looking for excuses not to give you the discount.,"If it weren't for the small Mercure Hotel sign, you wouldn't even know the hotel was there.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,negative,Expensive breakfast and additional charges for tea and coffee facilities.,"['tea', 'breakfast', 'tea and coffee facility', 'coffee facility', 'tea and coffee make facility']",7,"We had breakfast at the bagel cafe and broodhuys, both great - broodhuys doesn't take cash and doesnt have any normal English breakfast tea though.","quiet street close to romantic canals and friendly bars bad points breakfast overpriced & slow delivery of request for coffee in room (over 30 mins), room smaller than expected but upgrade was possible.","Only disappointment is that no rooms seem to have bath tubs only showers, and the breakfast is expensive unless you are all inclusive.","Disadvantage - breakfast is very expensive, although there is a variety of good meal and drinks.","It was necessary to pay extra for the tea and coffee facilities by the day, which seemed incredibly mean.","We were very upset to discover that for the rate we pay for an Accor 4 star-hotel, there was no in-room coffee facilities.",The second issue was that Tea and Coffee making facilities are not provided as standard so you are charged â‚¬5 per day for a kettle etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,negative,Maintenance issues with doors and windows.,"['window', 'slam door', 'door']",5,"The windows could use improvement, as even on the quiet street we faced, there were motorists and drunken revelers passing by in the wee hours of the night.","Rooms nicely refurbished, clean and comfortable although the bed was a bit hard and the room at night was very hot, couldn't really open the window because of noise of people passing by late at night in the courtyard behind our room.","Noise in the hotel was a bit of a problem, as well as the window that was a bit old and couldn't close entirely.","Quality of sleep was excellent (very quiet area) although I was woken each morning by slamming doors, whether from other guests or cleaning staff I am not sure.","It was clean, but some things were a bit shabby, like the shower not working well, and the door missing some paint.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,negative,Expensive parking charges.,"['parking', 'street parking']",4,"Hotel was ok and in a very good location, but the â‚¬45 per night parking charge was extortionate.","Overall we had a happy experience, except for a shock on check-out when we were charged 90 euros for two days parking.","Parking was very expensive, but at least there was some available.",We didn't really have any choice but to pay it as the street parking was also expensive and I never saw a spare space.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,negative,Unpleasant staff and disregard for do-not-disturb sign.,"['staff', 'clean staff']",4,"We did get an early checkin, which was great, but the staff was not pleasant with us at all - made crystal clear to us they were doing us a big favor.",Staff just told me there was nothing they could do.,"At the end, the experience showed us that the management and staff really do not care about guests' experience - all those details that show they care lack, at all levels.","Staff were generally ok, except the cleaning staff who ignored the do-not-disturb sign on our room, and chose to make it up anyway.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,negative,Lack of privacy due to intrusive cleaning staff.,['privacy'],2,The only weird thing is that the cleaning lady knocked at the door at 9:30 AM (on the 2 mornings we stayed there) and within one second she was inside the room â€“ not very good for privacyâ€¦ Apart from that everything else was fine.,"We didn't want it made up, we wanted out privacy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,positive,Excellent hotel with great value for money.,"['hotel', 'restaurant', 'hotel decor', 'hotel experience']",59,"Overall, I was very pleased with the hotel and would recommend for anyone on a modest budget.","The hotel itself is lovely- its off the main roads so its nice and quiet (we had really good sleep, not disturbed by any noise) and the rooms are simply charming.","There is simply nothing bad I could say about this hotel and our stay, everything was lovely, some things eg location, better than expected.",Definately will book this hotel for next trip to Amsterdam:),"We stayed here in Nov 2009 and although the colour schemes are a little bold, we found this place very good value for money and a good all round hotel.",I would happily return to this hotel and recommend it to others.,The hotel is very good and clean.,"This charming hotel in a quiet mews near many attractions, excelled in all areas.",Asides from this the hotel was excellent arrived at 245am due to airport delays the man on reception was friendly and helpful and the rooms were warm.,"Overall, it was a decent hotel and great value!",However this is an excellent choice for a hotel in one of the most popular cities in Europe.,"This is a great little hotel - it's not posh, it just does the essentials really well.",The hotel was recently renovated and everything is new.,We stayed here as part of package deal and it turned out to be a very pleasant hotel.,Small hotel on a small and quiet side street in Amsterdam.,If you like quiet and a little off the beaten path then this is the perfect hotel.,That is the main reason I always choose this hotel.,We stayed here for 4 nights and wanted a nice hotel to use as a base when sightseeing around Amsterdam.,My experience in this hotel was excellent!,I totally recommend this hotel for young people with a controlled budget.,summary - excellent hotel for romantic visit to Amsterdam but consider upgrading orm basic room,This hotel was excellent.,This hotel is a hidden gem in Amsterdam.,We would stay here again and would highly recommend this hotel to others,Stayed in this wonderful hotel for two nights and couldn't have had a more enjoyable stay.,Would definitely recommend this hotel.,"End of the day we were very happy about it and, in case we are back in Amsterdam, this hotel will be our first choice.","The hotel is very good, the staff very friendly.",This is a charming hotel in a great location in the central city.,I would definitely return to this hotel on my next trip to Amsterdam.,We hve just returned from a 2 night trip to Amsterdam staying in this excellent hotel.,The hotel couldnt have been better.,The hotel is nice and clean.,"The hotel looks nice and is very well located, most attractions are on walking distance.",We took our two children to Amsterdam for a few days in March and were really pleased with this hotel.,"We visited this hotel in late March, and found it to be really agreable.",I would recommend this hotel to business travellers and tourists.,"I was freaked out that it may be a mediocre hotel since people bash hotels for silly reasons, however if you need a nice, clean, reliable hotel in a good location this is your best bet.",Have just returned from a great stay at this hotel.,"Overall, a great stay in a very comfortable hotel with friendly staff.","great Hotel, good quiet location, easy walking to Rijksmuseum, van gogh and lots of others.",What a great hotel.,I will definitely use this hotel in future.,"Apart from an issue with noisy heating we couldn,t fault this hotel .",Just stayed for 3 nights with 6 friends & found the hotel to be better than expacted.,Having stayed in a few Mercure hotels (generally on cheap & cheerful breaks) we found the hotel to be better than expected.,"But that 100+ yard walk brought you to a tram stop that could get you into the center in five minutes, and the hotel is closer to the Rijksmuseum and Van Gogh Museum (and the Cat Museum!)",A very nice hotel.,"I spent two nights at this hotel and I would recommend it for everybody, who wants conquer Amsterdam.","The hotel is cosy, the rooms are very stylish and well appointed.",All in all a very good hotel to a fair price.,The hotel was within walking distance of the whole city; we didn't have to travel by tram except for our arrival and departure.,"All in all, I'd thoroughly recommend this hotel to family and friends with no qualms.",There are plenty of nice restaurants and bars nearby.,"Placed in a charming street, within walking distance of canals, shops and attractions, it was spotlessly clean, with trendy decor, lovely bar & restaurant and staff were very efficient and friendly.",There are a few cafes and restaurants nearby.,Good restaurants within walking distance.,"I like the fact the hotel decor is different, eccletic and so very clean.","They took a Merc ure chain property and droped in in a quiet, side street location, differentiated it with modern quirky furniture, and created a great hotel experience.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,positive,Clean and spacious rooms.,"['room', 'bathroom', 'bedroom', 'shower room', 'breakfast room', 'shower', 'privilege room', 'room 112']",54,"The hotel itself is lovely- its off the main roads so its nice and quiet (we had really good sleep, not disturbed by any noise) and the rooms are simply charming.","After stays in hotels that look the same, regardless where you are, its such a nice change as the room was lovely with more of personal touch.","The 3 person room we stayed in was a decent size, clean, and well maintained.","the rooms and bathroom was ideal for a short weekend away, the bed comfy and the general condition was nearly new.","We booked a triple room which initially I had reservations from previous reviews, but there was plenty of room.","Once the room was changed though, the noise - whilst still there - was bearable, and I was able to enjoy the very comfortable bed, good spacious shower and efficient, friendly service.",Rooms nice and bathrooms very nice,Asides from this the hotel was excellent arrived at 245am due to airport delays the man on reception was friendly and helpful and the rooms were warm.,The rooms have the big windows and high ceilings that you expect from an old Amsterdam house.,"The room was well-laid out, the bathroom was clean and modern, there was a wide range of TV channels in several different languages.",The room was clean and spacious.,"Very comfortable beds, good size rooms and bathrooms.","The hotel doesn't offer much by way of facilitys, expensive breakfast and a small dingy bar but the rooms are comfy dispite being very basic but have some charm about them.","Stayed here for a three night break, had originally booked a standard room, but upon arrival early Monday decided to take them up on their offer of upgrading to a superior room for an extra â‚¬30 per night, and room was available immediately.","Our Room was clean and airy, the Bed was v confortable, with a good ensuite wc\/shower.","Its 25m off main road so quiet at nite, stylish with a nice courtyard and nice rooms.",Rooms are pretty spacious and have a nice bright colour scheme.,I was given a room on the 3rd floor which was very cosy and quiet.,"The rooms are small, but comfortable and clean, and have all the usual amenities, including free wireless internet.","The rooms are modern, clean.","The beds themselves were comfortable,however, and the rooms were clean.","Hotel staff were pleasant and helpful, the room was a decent size, with comfortable beds, tv, mini bar, and large shower room.","The building is a restored townhouse, and the room was comfortable and clean.",The rooms are small but very stylishly decorated and with good modern bathrooms and very comfy beds and pillows.,We were impressed with our room.,"The room was immaculate and very comfortable but a little cold to begin with due to the heating not having been switched on, but this was soon rectified.",I took a privileged room are just restored so everything is new and confortable.,I stayed here for two nights with two girlfriends - they even managed to find us a room with three single beds!,"With Mercure you can be confident of a nice, clean room with free internet and excellent breakfast.",The rooms are good for the rates charged and the furniture is comfortable.,"I finished using the desktop PC near the frontdesk... After complaining about internet I tried another room where the connection still didn't worked but I could get free access from a hotspot and the room was better, with more space and ""lighter"" green paint.","Great place to stay, lovely smiley staff, clean rooms, great sleep, no noise at weekends.",Small rooms typical of Amsterdam but spotlessly clean and well appointed.,They had a room ready for me at noon when I finally crashed.,My room was great (two single beds is always a surprise to an American!).,"The hotel is cosy, the rooms are very stylish and well appointed.","Great location near the Heineken Experience, beautiful and spacious room, very helpful staff.","My room (208) was spacious and clean, the special pillow (3 per person) and the bed were very confortable.","Room had modern conveniences, including large bath, fridge, flat screen with international channels, and a windw with shutters.",It was freezing in the city (the canals froze over for the first time in 15 years) but the room was warm and cosy - we didn't experience any of the radiator noises that some other guests mentioned.,It was mainly pretty quiet.The bathroom (with walk-in shower) was generous and well appointed.,Comfortable bed and the bathroom facilities were excellent.,"The only downside are the very small rooms, which do not leave much room for luggage, while the bathroom is fairly large with quite some unused space.","The room was smaller than American hotel rooms, but it was enough space for the two of us and the bathroom was bigger than average.",The bathroom excellent.,The bathroom was brand new and clean.,"The bedroom we were allocated had taseful elegant, high quality furnishings with a comfortable bed, pillows and warm duvet.",The bedrooms are nice and fresh as have been recently refurbished.,The shower room was a good size with a high standard of cleanliness.,"The breakfast room had been well thoughtout with a large variety of food and the only minor irritation , was no facility for making toast.","Rooms are not huge but ok and showers are modern and clean and contains some shower gel,soap etc.",Very comfortable bed and good shower.,"We booked a privilege room (214)which is great and has tea making, dressing gowns slippers and a large bottle of water everyday - it was only a few euros more booked in advance on the Mercure site.","Stayed in room 112 which is a large room, with floor to ceiling double aspect windows, flooding the room with natural light... Lovely.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,229124,Mercure Amsterdam Arthur Frommer,positive,Excellent location with easy access to attractions and public transport.,"['location', 'selection', 'service', 'reception', 'public transport', 'customer service', 'facility']",50,"The hotel has excellent location- close to train station (only few stops by tram or 10 min by taxi), close to all museums and all attractions you should visit in Amsterdam.","The museums and art galleries are app 40 min walk (or 10 min tram if you dont want to walk that far), Heineken museum is just around the corner, Anne's Frank museum is 15 min by walk- honestly I couldnt imagine better location.","The location was perfect for us, near the quieter pretty Prinsengracht and Reguliersgracht canals, but also only yards from the tram stop.","The only excellent thing is location - between the center and the museum district, near cannals... really nice location.","The hotel is in a great location, approx 15 min walk to Dam square which we were happy to do each day.",The location was great a nice quiet area but still close enough to the action once figured out where we were going.,"I enjoyed the location of the hotel, but the room had a very worn out, dated look to it, and the bathroom was ridiculously funky.",The location is great - about 20 - 30 minutes walk to the Old Town and 10 minutes from Leidesplein or Rembrantsplein.,"Great choice, best location, very nice and quiet street.",The location was very good and within easy walking distance of everything.,"The location is great: a quiet neighborhood, but a moderate walk to anywhere in central Amsterdam and quite close to the museums.",Location was wonderful.,Location is very romantic and safe.,The location is ideal for exploring Amsterdam and there are tram links close by.,"It's a great location, not too far from anything.","Mercure provides a good balance between value, location, and facility.",Location is quite good.,"It is in a great location - a quiet side street away from hustle and bustle, but within easy walking distance of plenty of things to see & do.","The location is convenient for sightseeing - you can get any of most interesting places on foot, the staff is very helpful and friendly.",It is in a perfect location - tram stops are a few minutes walk from it in either direction - to Leidseplein or the Dam and all other tourist attractions in between.,"In a good location, but also benefits from being in a quiet street away from the hustle and bustle.","It is in a pretty and peaceful location, but within easy walking distance of restaurants and centre.","It is in a pretty and peaceful location, but within easy walking distance of restaurants.","great Hotel, good quiet location, easy walking to Rijksmuseum, van gogh and lots of others.","GOOD location, quietness, rooms layout.","Location-wise, the hotel is in a nice, quiet location that seems very residential.","Nice location, in the nicest part of the town with beautiful canals.","The location was down a quiet side street but near enough for ""hitting the town"", with good tram links although close enough for walking.","The location is within walking distance of the city centre but situated in a quiet setting, away from the noise and stress of downtown.","Actually I liked the location, on a quiet residencial street, and liked the style of building.",Hotel in good quiet location easily accessible to most things either on foot or by tram.,Fairly quiet location in easily accessed position near Tram routes (less than 5 min walk).,The location near Prinsengracht is very good.,"Nice location, quiet overnight hours.","Great location near the Heineken Experience, beautiful and spacious room, very helpful staff.",I chose this hotel because of its location.,"The selection was very impressive, much better in other Mercures.",GOOD SELECTION.,"Once the room was changed though, the noise - whilst still there - was bearable, and I was able to enjoy the very comfortable bed, good spacious shower and efficient, friendly service.",The service is very effective.,"This hotel was comfortable, clean, and offered great service.",Friendly service.,The service we received for fantastic.,Asides from this the hotel was excellent arrived at 245am due to airport delays the man on reception was friendly and helpful and the rooms were warm.,Reception kindly looked after our luggage whilst we went to explore the area.,The welcome at reception was very warm and amusing (being told the room was the only one where it is advisable not to be drunk upon entry!).,"The hotel is well-served by public transport, particularly by tram with direct lines to the Central Station in about 10 minutes (4-5 stops) and Leidseplein (2 stops\/10 mins walk).","There is no price difference really, so first bookings get the better rooms... Public transport is very close and connects perfectly both directly to the city center and on the circle lines around the city.",Modern details and fantastic customer service at the front desk made this hotel feel like home during our stay in Amsterdam.,"However, you could book this facility for 5 Euros a day, which is very good value when a cup of coffee averages 3 Euros in local cafes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
